# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 2
# model = cereal_1_fit_model
# start_datetime = 2022-06-13 19:03:36 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file = C:\Users\user\AppData\Local\Temp\tmpbw1k1b7l\s5f5dw6h.json
# init = 2 (Default)
# random
#   seed = 12062022
# output
#   file = C:\GitHub\DataAnalyticsProject\Project\samples\cereal_1_fit-20220613210336_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.2
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu,sigma,log_lik,calorie
# Adaptation terminated
# Step size = 0.742475
# Diagonal elements of inverse mass matrix:
# 2.83685, 0.00694271
-238.077,0.936546,0.742475,1,1,0,238.796,106.251,16.1463,-309.89,103.441
-237.049,1,0.742475,2,3,0,238.13,106.127,15.142,-308.848,125.323
-239.981,0.736293,0.742475,2,3,0,240.891,108.731,14.1345,-311.759,114.393
-237.991,1,0.742475,2,3,0,239.878,107.364,13.7617,-309.764,110.717
-236.534,0.998473,0.742475,3,7,0,238.162,102.66,14.942,-308.307,105.292
-236.352,0.998353,0.742475,3,7,0,236.661,103.435,15.0662,-308.135,109.826
-236.198,0.98862,0.742475,2,3,0,236.604,103.86,14.9385,-307.982,120.594
-240.652,0.696801,0.742475,2,3,0,240.879,100.135,12.4033,-312.331,110.814
-238.235,1,0.742475,3,7,0,241.191,107.568,14.7967,-310.028,107.217
-236.185,0.992475,0.742475,2,3,0,238.281,102.85,14.442,-307.951,115.344
-235.909,0.98884,0.742475,3,7,0,236.407,104.218,13.3576,-307.663,104.514
-237.045,0.886532,0.742475,2,3,0,237.278,105.479,12.5852,-308.784,107.501
-237.206,0.980568,0.742475,3,7,0,238.213,106.361,15.1229,-309.004,92.4848
-239.577,0.824243,0.742475,2,3,0,240.011,108.543,14.6171,-311.365,112.046
-236.323,0.999727,0.742475,3,7,0,239.877,104.258,12.7977,-308.062,101.214
-236.098,0.876527,0.742475,2,3,0,237.756,105.065,14.4526,-307.881,101.842
-236.665,0.955857,0.742475,3,7,0,236.898,103.179,15.3645,-308.45,123.524
-238.577,0.853464,0.742475,2,3,0,239.216,103.817,11.5936,-310.274,108.172
-237.605,1,0.742475,1,1,0,238.509,103.699,11.9934,-309.316,110.252
-237.08,0.99842,0.742475,3,7,0,237.97,105.286,15.6843,-308.884,102.925
-236.575,1,0.742475,2,3,0,237.545,106.06,13.9343,-308.351,74.6731
-237.25,0.955151,0.742475,2,3,0,237.556,106.353,13.0635,-309.005,104.228
-237.043,1,0.742475,2,3,0,237.454,105.907,12.8531,-308.791,73.2327
-237.114,0.999671,0.742475,3,7,0,237.34,102.019,15.2322,-308.884,100.197
-236.67,0.993628,0.742475,3,7,0,237.689,101.964,13.8896,-308.415,98.9418
-237.284,0.95909,0.742475,2,3,0,237.463,101.601,13.2452,-309.009,120.579
-237.322,0.940366,0.742475,3,7,0,239.473,106.089,15.5117,-309.127,90.4193
-236.265,0.981453,0.742475,3,7,0,237.914,104.124,12.8469,-308.005,82.2513
-239.36,0.605521,0.742475,2,3,0,240.515,100.522,12.7212,-311.054,89.9168
-236.03,0.96257,0.742475,2,3,0,239.802,103.452,13.2671,-307.776,102.031
-236.03,0.688433,0.742475,2,3,0,239.008,103.452,13.2671,-307.776,114.904
-236.61,0.896629,0.742475,2,3,0,237.139,105.094,12.7537,-308.353,76.5714
-236.277,0.961152,0.742475,2,3,0,237.147,104.248,12.8424,-308.017,122.18
-236.692,0.930745,0.742475,1,1,0,236.703,104.155,12.4908,-308.422,95.0808
-235.805,0.888811,0.742475,2,3,0,238.024,103.915,14.01,-307.571,91.5824
