# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 2
# model = cereal_1_fit_model
# start_datetime = 2022-06-12 09:55:17 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file = C:\Users\user\AppData\Local\Temp\tmppskox6w4\ezya6fh9.json
# init = 2 (Default)
# random
#   seed = 12062022
# output
#   file = C:\GitHub\DataAnalyticsProject\samples\cereal_1_fit-20220612115517_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.2
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu,sigma,log_lik,calorie
# Adaptation terminated
# Step size = 0.840537
# Diagonal elements of inverse mass matrix:
# 4.93037, 0.00649311
-264.284,0.987426,0.840537,2,3,0,264.421,108.421,20.4416,-337.853,135.311
-264.436,0.848558,0.840537,1,3,0,266.086,104.949,18.6741,-337.929,67.3813
-265.729,0.911553,0.840537,2,3,0,265.74,103.754,17.8017,-339.176,104.676
-265.384,1,0.840537,1,1,0,265.907,103.924,18.0497,-338.844,109.293
-266.191,0.913446,0.840537,2,3,0,267.04,111.449,21.1126,-339.763,138.214
-265.028,0.733574,0.840537,1,3,0,269.608,105.368,21.8578,-338.649,120.454
-264.477,1,0.840537,2,3,0,264.977,106.162,21.2322,-338.078,131.079
-264.612,0.985907,0.840537,2,3,0,265.044,108.883,18.3634,-338.092,101.623
-264.026,1,0.840537,2,3,0,264.571,106.813,20.3263,-337.593,124.595
-264.275,0.857169,0.840537,2,3,0,265.443,106.327,20.8828,-337.863,67.5609
-263.9,0.981337,0.840537,2,3,0,264.504,107.264,19.5195,-337.434,136.415
-265.847,0.595592,0.840537,1,3,0,267.746,102.862,21.2603,-339.428,128.584
-265.143,0.985812,0.840537,2,3,0,266.638,106.806,22.2529,-338.781,114.638
-266.466,0.890921,0.840537,2,3,0,267.313,110.934,22.2941,-340.087,127.963
-265.828,0.962835,0.840537,2,3,0,267.548,110.637,21.5785,-339.425,101.212
