# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 2
# model = cereal_3_fit_model
# start_datetime = 2022-06-12 17:40:24 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file = C:\Users\user\AppData\Local\Temp\tmpay9zw7ak\ow39as_u.json
# init = 2 (Default)
# random
#   seed = 12062022
# output
#   file = C:\GitHub\DataAnalyticsProject\Project\samples\cereal_3_fit-20220612194023_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.2
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,beta,sigma,nu,mu.1,mu.2,mu.3,mu.4,mu.5,mu.6,mu.7,mu.8,mu.9,mu.10,mu.11,mu.12,mu.13,mu.14,mu.15,mu.16,mu.17,mu.18,mu.19,mu.20,mu.21,mu.22,mu.23,mu.24,mu.25,mu.26,mu.27,mu.28,mu.29,mu.30,mu.31,mu.32,mu.33,mu.34,mu.35,mu.36,mu.37,mu.38,mu.39,mu.40,mu.41,mu.42,mu.43,mu.44,mu.45,mu.46,mu.47,mu.48,mu.49,mu.50,mu.51,mu.52,mu.53,mu.54,mu.55,mu.56,mu.57,mu.58,mu.59,mu.60,mu.61,mu.62,mu.63,mu.64,mu.65,mu.66,mu.67,mu.68,mu.69,mu.70,mu.71,mu.72,mu.73,mu.74,mu.75,mu.76,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20,log_lik.21,log_lik.22,log_lik.23,log_lik.24,log_lik.25,log_lik.26,log_lik.27,log_lik.28,log_lik.29,log_lik.30,log_lik.31,log_lik.32,log_lik.33,log_lik.34,log_lik.35,log_lik.36,log_lik.37,log_lik.38,log_lik.39,log_lik.40,log_lik.41,log_lik.42,log_lik.43,log_lik.44,log_lik.45,log_lik.46,log_lik.47,log_lik.48,log_lik.49,log_lik.50,log_lik.51,log_lik.52,log_lik.53,log_lik.54,log_lik.55,log_lik.56,log_lik.57,log_lik.58,log_lik.59,log_lik.60,log_lik.61,log_lik.62,log_lik.63,log_lik.64,log_lik.65,log_lik.66,log_lik.67,log_lik.68,log_lik.69,log_lik.70,log_lik.71,log_lik.72,log_lik.73,log_lik.74,log_lik.75,log_lik.76,calorie.1,calorie.2,calorie.3,calorie.4,calorie.5,calorie.6,calorie.7,calorie.8,calorie.9,calorie.10,calorie.11,calorie.12,calorie.13,calorie.14,calorie.15,calorie.16,calorie.17,calorie.18,calorie.19,calorie.20,calorie.21,calorie.22,calorie.23,calorie.24,calorie.25,calorie.26,calorie.27,calorie.28,calorie.29,calorie.30,calorie.31,calorie.32,calorie.33,calorie.34,calorie.35,calorie.36,calorie.37,calorie.38,calorie.39,calorie.40,calorie.41,calorie.42,calorie.43,calorie.44,calorie.45,calorie.46,calorie.47,calorie.48,calorie.49,calorie.50,calorie.51,calorie.52,calorie.53,calorie.54,calorie.55,calorie.56,calorie.57,calorie.58,calorie.59,calorie.60,calorie.61,calorie.62,calorie.63,calorie.64,calorie.65,calorie.66,calorie.67,calorie.68,calorie.69,calorie.70,calorie.71,calorie.72,calorie.73,calorie.74,calorie.75,calorie.76
# Adaptation terminated
# Step size = 0.500465
# Diagonal elements of inverse mass matrix:
# 2.4502, 0.161551, 0.0140198, 2.39042
-261.215,0.986927,0.500465,3,7,0,262.927,107.152,1.29477,10.9987,2.81512,111.002,108.413,99.3491,109.707,107.118,114.886,114.886,111.002,109.707,111.002,101.939,113.592,105.823,111.002,108.413,101.939,116.181,101.939,101.939,113.592,101.939,108.413,104.528,98.0544,116.181,100.644,113.592,107.118,101.939,114.886,112.297,107.118,113.592,105.823,109.707,114.886,109.707,107.118,100.644,101.939,113.592,105.823,101.939,117.476,101.939,105.823,98.0544,98.0544,98.0544,104.528,104.528,111.002,113.592,117.476,104.528,101.939,103.233,112.297,116.181,108.413,113.592,112.297,105.823,98.0544,98.0544,105.823,108.413,105.823,101.939,104.528,112.297,112.297,100.644,101.939,101.939,98.0544,-3.18203,-5.05366,-4.0593,-4.02673,-3.35297,-3.53519,-3.53519,-4.09123,-3.11753,-3.18203,-3.82386,-3.41747,-3.62035,-4.81821,-3.85579,-3.82386,-5.25653,-3.26719,-3.82386,-3.41747,-3.26719,-3.23525,-6.23023,-7.46003,-3.65292,-3.14946,-3.41747,-3.35297,-3.82386,-3.53519,-3.29975,-3.73807,-3.67357,-3.47069,-5.84514,-7.19266,-4.02673,-6.08058,-4.05867,-3.26719,-3.67357,-4.52955,-3.82386,-3.77064,-3.82386,-6.34795,-4.73243,-3.82322,-3.82322,-4.41183,-4.41183,-3.90901,-3.41747,-4.67984,-3.50263,-3.82386,-4.61534,-3.29975,-3.43813,-4.14445,-3.67357,-3.79129,-3.62035,-7.46003,-7.46003,-3.62035,-3.23525,-4.52955,-3.82386,-3.50263,-6.5189,-6.5189,-3.94158,-3.26719,-3.26719,-3.26782,112.828,110.907,47.9268,113.05,81.9474,117.167,104.104,132.349,114.044,112.33,112.204,111.635,117.009,123.588,120.71,107.758,114.832,94.7169,97.0465,84.6146,121.438,103.189,98.0226,67.7562,116.425,88.54,121.706,122.962,113.176,112.797,108.968,117.224,124.309,105.279,142.553,103.821,117.457,152.624,93.9079,76.7559,129.026,124.19,60.0501,125.787,98.9237,134.559,134.638,98.0206,101.208,114.951,101.077,147.357,106.649,118.324,110.784,99.7479,94.7202,123.061,111.689,125.311,110.743,79.5615,128.607,133.52,91.7534,117.427,105.327,120.094,103.321,81.6539,122.888,119.342,103.157,119.068,94.251,110.457
-259.67,0.999269,0.500465,3,7,0,261.162,106.019,1.19639,12.575,73.7197,109.577,107.184,98.8091,108.38,105.987,113.166,113.166,109.577,108.38,109.577,101.202,111.969,104.791,109.577,107.184,101.202,114.362,101.202,101.202,111.969,101.202,107.184,103.595,97.6127,114.362,100.006,111.969,105.987,101.202,113.166,110.773,105.987,111.969,104.791,108.38,113.166,108.38,105.987,100.006,101.202,111.969,104.791,101.202,115.559,101.202,104.791,97.6127,97.6127,97.6127,103.595,103.595,109.577,111.969,115.559,103.595,101.202,102.398,110.773,114.362,107.184,111.969,110.773,104.791,97.6127,97.6127,104.791,107.184,104.791,101.202,103.595,110.773,110.773,100.006,101.202,101.202,97.6127,-3.25852,-5.03926,-4.11479,-4.14889,-3.54395,-3.47661,-3.47661,-3.98642,-3.35366,-3.25852,-3.92451,-3.38147,-3.60586,-4.84898,-3.79614,-3.92451,-5.26365,-3.32044,-3.92451,-3.38147,-3.32044,-3.44881,-5.8964,-7.01116,-3.57175,-3.2253,-3.38147,-3.54395,-3.92451,-3.47661,-3.28633,-3.701,-3.86347,-3.63909,-5.73935,-6.94924,-4.14889,-5.92963,-4.02053,-3.32044,-3.86347,-4.40109,-3.92451,-3.66689,-3.92451,-5.99154,-4.62547,-3.83024,-3.83024,-4.30595,-4.30595,-4.05375,-3.38147,-4.46212,-3.51072,-3.92451,-4.62459,-3.28633,-3.67319,-4.24403,-3.86347,-3.95861,-3.60586,-7.01116,-7.01116,-3.60586,-3.44881,-4.40109,-3.92451,-3.51072,-6.3443,-6.3443,-4.01965,-3.32044,-3.32044,-3.4147,76.9959,107.799,116.815,76.6044,150.965,140.323,102.577,88.7023,93.1721,159.685,95.5329,104.97,112.254,113.793,105.602,93.7827,110.859,81.6525,85.5028,107.294,72.1265,86.8744,96.3819,103.216,119.293,110.736,104.017,106.275,98.9184,102.83,105.744,61.7206,143.077,85.2959,102.411,109.162,117.695,160.992,94.3148,95.2543,112.132,126.181,43.0288,109.323,70.0249,104.375,90.6961,110.672,106.987,115.348,82.421,110.106,131.73,107.324,133.757,93.2748,94.98,169.446,118.734,123.266,105.717,112.797,120.022,95.0246,86.2919,82.8632,106.445,105.158,105.448,88.1145,115.79,105.412,103.159,102.395,89.7169,98.3309
-258.774,0.832624,0.500465,2,7,0,261.296,106.961,1.20216,11.9521,24.0603,110.536,108.132,99.7168,109.334,106.93,114.143,114.143,110.536,109.334,110.536,102.121,112.941,105.728,110.536,108.132,102.121,115.345,102.121,102.121,112.941,102.121,108.132,104.525,98.5146,115.345,100.919,112.941,106.93,102.121,114.143,111.738,106.93,112.941,105.728,109.334,114.143,109.334,106.93,100.919,102.121,112.941,105.728,102.121,116.547,102.121,105.728,98.5146,98.5146,98.5146,104.525,104.525,110.536,112.941,116.547,104.525,102.121,103.323,111.738,115.345,108.132,112.941,111.738,105.728,98.5146,98.5146,105.728,108.132,105.728,102.121,104.525,111.738,111.738,100.919,102.121,102.121,98.5146,-3.21892,-5.0037,-4.03442,-4.06644,-3.43093,-3.52066,-3.52066,-4.05559,-3.22977,-3.21892,-3.83326,-3.42008,-3.65327,-4.80253,-3.85443,-3.83326,-5.23688,-3.35152,-3.83326,-3.42008,-3.35152,-3.33035,-6.0627,-7.23314,-3.62125,-3.25094,-3.42008,-3.43093,-3.83326,-3.52066,-3.3195,-3.75385,-3.7647,-3.53152,-5.73979,-7.01081,-4.06644,-5.94095,-4.08761,-3.35152,-3.7647,-4.48994,-3.83326,-3.72183,-3.83326,-6.16328,-4.72312,-3.88645,-3.88645,-4.38936,-4.38936,-3.96586,-3.42008,-4.5585,-3.55269,-3.83326,-4.56935,-3.3195,-3.56354,-4.16702,-3.7647,-3.86528,-3.65327,-7.23314,-7.23314,-3.65327,-3.33035,-4.48994,-3.83326,-3.55269,-6.3753,-6.3753,-3.93384,-3.35152,-3.35152,-3.29833,109.004,88.343,102.619,92.2371,105.434,114.13,115.144,103.606,106.858,109.205,85.2244,92.6732,118.809,135.937,113.712,98.1115,123.756,101.208,122.19,158.797,97.057,102.323,90.7103,97.6571,126.702,80.0334,115.56,97.5029,111.738,83.3872,119.076,99.1167,109.621,106.516,105.82,114.535,101.163,118.158,124.352,34.9185,91.958,97.2734,87.9244,99.2314,59.873,110.317,69.9801,101.134,95.6087,89.4535,121.963,115.23,128.561,134.251,108.608,114.531,98.8217,118.705,118.663,101.034,98.6088,111.52,112.921,56.6496,116.142,101.386,125.469,123.466,105.021,76.7578,90.6082,136.639,89.055,116.036,70.7178,124.366
-259.629,0.992616,0.500465,2,7,0,260.587,104.293,1.43117,11.9772,59.1714,108.549,105.687,95.6686,107.118,104.256,112.843,112.843,108.549,107.118,108.549,98.531,111.412,102.825,108.549,105.687,98.531,114.274,98.531,98.531,111.412,98.531,105.687,101.393,94.2375,114.274,97.0998,111.412,104.256,98.531,112.843,109.98,104.256,111.412,102.825,107.118,112.843,107.118,104.256,97.0998,98.531,111.412,102.825,98.531,115.705,98.531,102.825,94.2375,94.2375,94.2375,101.393,101.393,108.549,111.412,115.705,101.393,98.531,99.9622,109.98,114.274,105.687,111.412,109.98,102.825,94.2375,94.2375,102.825,105.687,102.825,98.531,101.393,109.98,109.98,97.0998,98.531,98.531,94.2375,-3.29728,-5.20611,-4.37271,-4.25169,-3.65576,-3.41349,-3.41349,-3.88994,-3.41677,-3.29728,-4.13372,-3.294,-3.41197,-4.96712,-3.65096,-4.13372,-5.32408,-3.2988,-4.13372,-3.294,-3.2988,-3.53626,-5.79725,-6.86963,-3.53299,-3.41829,-3.294,-3.65576,-4.13372,-3.41349,-3.17779,-3.53146,-3.89322,-3.77525,-5.92154,-7.11342,-4.25169,-6.16052,-3.76893,-3.2988,-3.89322,-4.2469,-4.13372,-3.65248,-4.13372,-5.91674,-4.36487,-3.52994,-3.52994,-4.1274,-4.1274,-4.1322,-3.294,-4.4874,-3.29248,-4.13372,-4.84915,-3.17779,-3.65424,-4.37119,-3.89322,-4.01271,-3.41197,-6.86963,-6.86963,-3.41197,-3.53626,-4.2469,-4.13372,-3.29248,-6.51748,-6.51748,-4.25321,-3.2988,-3.2988,-3.65728,92.965,102.406,93.4847,64.4341,106.462,100.254,119.659,107.753,160.758,119.693,100.201,54.0554,91.3659,119.269,70.3685,109.416,116.069,98.0227,123.342,119.007,90.0903,118.822,98.0034,91.089,102.153,101.187,126.34,104.182,100.97,134.393,115.3,75.5166,115.843,100.317,113.45,97.7242,100.373,97.2205,142.544,87.0445,114.884,138.407,89.7904,110.019,89.59,113.304,86.5695,102.599,94.254,77.5291,105.625,100.146,124.263,115.042,103.411,96.6728,108.95,101.544,116.333,85.3082,106.288,105.896,87.4016,99.7487,45.4332,88.2719,82.8226,84.0088,89.9508,106.073,109.905,118.311,86.0719,98.3206,86.4877,125.934
-260.502,0.957556,0.500465,3,7,0,261.281,109.142,1.85827,12.5493,38.4994,114.668,110.951,97.9435,112.81,109.093,120.243,120.243,114.668,112.81,114.668,101.66,118.384,107.235,114.668,110.951,101.66,122.101,101.66,101.66,118.384,101.66,110.951,105.377,96.0852,122.101,99.8018,118.384,109.093,101.66,120.243,116.526,109.093,118.384,107.235,112.81,120.243,112.81,109.093,99.8018,101.66,118.384,107.235,101.66,123.959,101.66,107.235,96.0852,96.0852,96.0852,105.377,105.377,114.668,118.384,123.959,105.377,101.66,103.518,116.526,122.101,110.951,118.384,116.526,107.235,96.0852,96.0852,107.235,110.951,107.235,101.66,105.377,116.526,116.526,99.8018,101.66,101.66,96.0852,-3.59478,-4.74071,-4.18354,-3.79578,-3.29508,-4.03901,-4.03901,-4.39164,-3.4467,-3.59478,-3.88739,-3.89093,-3.79933,-4.44456,-4.09548,-3.88739,-4.64911,-3.35509,-3.88739,-3.89093,-3.35509,-3.29862,-6.04182,-6.89515,-4.18709,-3.23861,-3.89093,-3.29508,-3.88739,-4.03901,-3.74286,-3.9474,-3.35155,-3.44316,-5.38949,-6.3909,-3.79578,-5.68565,-4.00387,-3.35509,-3.35155,-4.59618,-3.88739,-4.33517,-3.88739,-6.1899,-4.50457,-3.70772,-3.70772,-4.44811,-4.44811,-3.6477,-3.89093,-5.13202,-3.65125,-3.88739,-4.53617,-3.74286,-3.39023,-3.94386,-3.35155,-3.49962,-3.79933,-6.89515,-6.89515,-3.79933,-3.29862,-4.59618,-3.88739,-3.65125,-5.8902,-5.8902,-4.03547,-3.35509,-3.35509,-3.53476,115.46,114.47,121.948,117.916,113.12,132.562,106.09,111.581,82.7817,77.9083,97.2117,111.159,69.1652,125.271,100.342,89.9863,132.742,120.441,92.3215,118.194,84.6351,101.301,108.022,99.8102,137.295,120.068,83.6044,122.291,107.85,122.489,125.965,122.203,111.34,98.9688,123.066,131.517,93.0567,103.562,94.9654,91.8447,133.11,114.581,43.4997,120.322,95.982,165.87,66.9149,55.5768,105.751,114.738,94.7006,114.203,140.27,124.978,85.5455,104.583,96.5461,112.979,141.518,105.181,93.0091,119.967,120.98,91.6179,96.8978,92.8942,126.775,121.638,103.023,110.264,117.172,109.185,96.9993,122.001,87.834,86.9015
-260.185,0.892114,0.500465,3,7,0,262.727,106.38,1.89197,10.7047,17.1216,112.006,108.222,94.9787,110.114,106.331,117.682,117.682,112.006,110.114,112.006,98.7626,115.79,104.439,112.006,108.222,98.7626,119.574,98.7626,98.7626,115.79,98.7626,108.222,102.547,93.0867,119.574,96.8706,115.79,106.331,98.7626,117.682,113.898,106.331,115.79,104.439,110.114,117.682,110.114,106.331,96.8706,98.7626,115.79,104.439,98.7626,121.466,98.7626,104.439,93.0867,93.0867,93.0867,102.547,102.547,112.006,115.79,121.466,102.547,98.7626,100.655,113.898,119.574,108.222,115.79,113.898,104.439,93.0867,93.0867,104.439,108.222,104.439,98.7626,102.547,113.898,113.898,96.8706,98.7626,98.7626,93.0867,-3.25126,-5.09822,-4.46708,-3.98731,-3.40662,-3.78149,-3.78149,-4.18543,-3.07452,-3.25126,-4.11359,-3.60475,-3.47846,-4.74474,-3.83195,-4.11359,-4.97194,-3.17942,-4.11359,-3.60475,-3.17942,-3.22988,-6.10424,-7.08887,-3.95823,-3.35616,-3.60475,-3.40662,-4.11359,-3.78149,-3.428,-3.6552,-3.45708,-3.58336,-5.85565,-7.01703,-3.98731,-6.20914,-3.70566,-3.17942,-3.45708,-4.41263,-4.11359,-4.13497,-4.11359,-6.28098,-4.28635,-3.35218,-3.35218,-4.23589,-4.23589,-3.81056,-3.60475,-5.06915,-3.30172,-4.11359,-4.87102,-3.428,-3.10359,-4.16405,-3.45708,-3.63382,-3.47846,-7.08887,-7.08887,-3.47846,-3.22988,-4.41263,-4.11359,-3.30172,-6.43634,-6.43634,-4.29034,-3.17942,-3.17942,-3.70965,88.7016,83.9955,97.7983,92.4887,110.691,113.408,108.528,111.752,119.484,105.765,103.466,115.843,109.956,122.408,102.55,110.713,134.13,121.551,99.71,93.3077,48.1329,109.609,104.766,95.2752,122.887,115.24,125.921,133.211,62.3844,113.071,118.245,107.535,134.066,105.202,106.354,126.048,106.934,119.07,90.1735,106.796,116.787,121.973,101.197,134.03,98.0198,97.2163,94.4605,116.184,102.558,121.138,113.988,85.3962,113.135,137.732,99.2684,85.7029,128.586,127.748,126.471,88.2836,81.9217,95.7412,106.15,91.0679,91.5233,99.3649,100.13,102.936,100.915,94.1543,97.4419,128.108,74.4919,93.6596,118.296,80.5374
