# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 2
# model = cereal_1_fit_model
# start_datetime = 2022-06-21 17:31:44 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file = C:\Users\user\AppData\Local\Temp\tmp29dyckpa\rneql_4v.json
# init = 2 (Default)
# random
#   seed = 12062022
# output
#   file = C:\GitHub\DataAnalyticsProject\Project\samples\cereal_1_fit-20220621193144_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.2
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu,sigma,log_lik,calorie
# Adaptation terminated
# Step size = 0.869878
# Diagonal elements of inverse mass matrix:
# 3.24165, 0.00574065
-236.846,0.957686,0.869878,2,3,0,237.496,103.859,12.5943,-308.291,111.897
-237.669,0.800036,0.869878,1,1,0,237.744,102.799,12.3134,-309.079,127.343
-237.793,0.941867,0.869878,2,3,0,238.949,104.056,16.2017,-309.254,74.1077
-238.777,0.93339,0.869878,3,7,0,239.231,103.854,16.9049,-310.228,98.1475
-238.333,0.935096,0.869878,2,3,0,240.328,102.821,11.9677,-309.739,99.0181
-236.647,0.961847,0.869878,3,7,0,238.821,105.558,14.5439,-308.145,116.323
-236.595,0.875107,0.869878,1,3,0,237.877,102.536,13.8495,-308.011,118.682
-236.584,0.87638,0.869878,2,3,0,238.514,105.082,13.0595,-308.064,107.995
-236.212,0.824308,0.869878,2,3,0,238.533,103.375,13.7332,-307.654,83.3553
-237.411,0.847735,0.869878,2,3,0,237.668,104.155,12.2142,-308.859,115.625
-237.411,0.620726,0.869878,1,1,0,238.995,104.155,12.2142,-308.859,93.9311
-236.963,0.793602,0.869878,2,3,0,238.662,106.145,14.3835,-308.472,134.671
-237.051,0.994843,0.869878,2,7,0,237.052,102.148,13.3158,-308.45,110.308
-237.471,0.885474,0.869878,1,1,0,237.655,101.817,13.1551,-308.857,114.658
-236.36,0.945701,0.869878,2,3,0,237.97,105.009,13.3839,-307.841,94.6292
-236.961,0.936135,0.869878,2,3,0,237.217,103.339,12.6034,-308.392,112.791
-238.993,0.858938,0.869878,2,3,0,239.097,103.663,11.5532,-310.416,81.6834
-238.476,1,0.869878,2,7,0,239.087,104.682,16.6785,-309.949,109.756
-236.574,0.985832,0.869878,2,3,0,238.786,103.519,14.9388,-308.024,95.9019
-236.904,0.92003,0.869878,2,3,0,237.519,102.119,13.7735,-308.305,106.868
-236.69,1,0.869878,2,3,0,237.037,102.57,13.3966,-308.104,126.127
-237.228,0.966051,0.869878,2,3,0,237.482,105.751,12.8018,-308.719,128.246
-237.422,0.917256,0.869878,2,7,0,238.613,105.26,15.7214,-308.913,107.051
-236.205,0.995577,0.869878,3,7,0,237.299,103.874,14.3631,-307.663,126.78
-236.486,0.912779,0.869878,2,3,0,236.712,105.465,14.1917,-307.981,110.338
-236.437,1,0.869878,2,3,0,236.665,102.848,14.1366,-307.864,106.366
-236.74,0.923518,0.869878,1,1,0,236.792,102.316,13.9017,-308.149,80.7862
-236.35,1,0.869878,1,1,0,236.656,102.988,13.8587,-307.78,106.176
-236.824,0.789978,0.869878,2,7,0,237.862,105.881,14.5174,-308.328,100.739
-236.968,0.983943,0.869878,2,3,0,237.53,104.264,15.4709,-308.437,77.3508
-236.308,0.993571,0.869878,3,7,0,237.041,103.463,14.4487,-307.755,81.4363
-236.78,0.967393,0.869878,2,3,0,236.84,105.379,13.0029,-308.266,104.146
-239.07,0.737467,0.869878,3,7,0,239.525,104.001,17.1037,-310.522,97.2391
-236.246,1,0.869878,2,3,0,238.732,104.522,14.4222,-307.722,117.139
-236.636,0.853237,0.869878,2,3,0,237.691,103.503,15.0183,-308.085,75.6232
-236.974,0.950984,0.869878,1,1,0,236.987,103.124,15.3032,-308.411,108.347
-237.434,0.968582,0.869878,2,3,0,237.512,105.081,12.3423,-308.906,120.014
-236.141,0.947232,0.869878,1,3,0,238.085,104.498,14.0667,-307.615,109.449
-238.25,0.811092,0.869878,2,3,0,238.585,101.979,12.3866,-309.633,102.862
-237.25,1,0.869878,2,7,0,238.345,106.492,14.3977,-308.765,93.1035
-237.2,0.950504,0.869878,2,3,0,238.359,105.542,15.3772,-308.697,103.694
-236.304,0.958146,0.869878,1,3,0,237.488,105.115,14.0497,-307.792,115.35
-238.668,0.776707,0.869878,2,3,0,238.767,103.456,16.7943,-310.108,109.829
-236.484,1,0.869878,2,3,0,238.652,102.812,14.2676,-307.911,91.5253
-237.034,0.785551,0.869878,2,7,0,238.185,105.791,15.0054,-308.537,110.483
-236.901,1,0.869878,2,3,0,237.122,105.762,14.8238,-308.404,86.2222
-236.163,1,0.869878,2,3,0,236.922,104.613,14.0806,-307.64,115.354
-236.572,0.960176,0.869878,2,3,0,236.645,104.367,15.0085,-308.044,95.8032
-236.819,0.909629,0.869878,2,3,0,237.329,102.407,14.572,-308.233,83.7262
-237.718,0.702543,0.869878,2,7,0,239.464,105.742,15.8077,-309.219,107.573
-236.615,0.977905,0.869878,3,7,0,237.924,102.666,13.4279,-308.033,106.578
-236.119,0.996885,0.869878,1,3,0,236.599,103.796,13.9388,-307.573,97.3749
-239.15,0.509511,0.869878,1,3,0,241.584,102.81,17.0016,-310.569,73.3612
-238.109,1,0.869878,2,3,0,239.185,103.975,16.4404,-309.566,117.505
-236.869,0.973231,0.869878,2,3,0,238.854,105.726,14.8027,-308.371,112.133
-239.017,0.769535,0.869878,2,7,0,239.253,100.647,15.5971,-310.364,97.1388
-238.042,0.91018,0.869878,3,7,0,240.044,103.584,16.3593,-309.488,95.3369
-238.531,0.679879,0.869878,2,3,0,242.514,107.26,15.4587,-310.056,96.6686
-236.592,1,0.869878,2,3,0,238.378,103.432,14.9359,-308.038,107.797
-236.126,0.984224,0.869878,1,3,0,236.709,103.788,14.0069,-307.581,110.08
-236.572,0.918805,0.869878,2,3,0,236.807,102.627,13.6323,-307.989,113.843
-237.425,0.694723,0.869878,2,3,0,239.315,101.521,14.0109,-308.806,116.285
-237.468,1,0.869878,2,3,0,237.806,106.546,13.369,-308.978,92.478
-238.752,0.951841,0.869878,3,7,0,238.972,106.898,16.0566,-310.27,131.139
-239.156,0.943139,0.869878,1,1,0,239.408,107.342,16.0648,-310.68,112.399
-236.624,0.902144,0.869878,1,3,0,239.358,105.55,14.5013,-308.122,113.327
-236.931,0.927742,0.869878,2,3,0,237.518,104.232,12.5223,-308.384,89.063
-237.341,0.960743,0.869878,3,7,0,237.51,104.872,15.75,-308.823,109.509
-236.75,0.871187,0.869878,2,3,0,239.065,102.829,13.0451,-308.169,109.648
-238.289,0.824797,0.869878,2,3,0,239.174,105.183,11.9328,-309.757,127.974
-237.768,0.774038,0.869878,2,3,0,240.526,101.381,13.412,-309.139,117.808
-237.768,0.103003,0.869878,1,1,0,242.419,101.381,13.412,-309.139,103.967
-239.922,0.916407,0.869878,3,7,0,240.097,100.693,16.5399,-311.266,101.764
-237.873,0.975731,0.869878,2,3,0,240.7,102.63,15.9889,-309.292,64.7034
-238.025,0.983567,0.869878,1,1,0,238.222,102.679,16.136,-309.445,91.5817
-236.109,0.930539,0.869878,2,7,0,239.377,103.926,13.725,-307.566,87.0378
-236.616,0.876157,0.869878,1,3,0,237.166,104.37,15.0656,-308.088,119.43
-236.549,0.977491,0.869878,2,3,0,237.017,105.437,14.4551,-308.045,91.6676
-236.219,0.973514,0.869878,2,7,0,236.761,104.58,13.4209,-307.691,101.839
-236.265,0.946468,0.869878,2,3,0,236.483,103.254,13.6461,-307.702,108.682
-237.106,0.92604,0.869878,2,3,0,237.185,105.957,13.0994,-308.604,109.828
-236.546,1,0.869878,1,1,0,236.986,105.306,13.2793,-308.033,110.551
-236.318,1,0.869878,2,3,0,236.567,104.356,13.1555,-307.782,98.2881
-236.139,0.965782,0.869878,2,3,0,236.633,104.025,14.1838,-307.601,95.7818
-237.007,0.682317,0.869878,2,3,0,240.084,105.376,12.7697,-308.491,103.898
-237.854,0.801521,0.869878,2,7,0,239.053,106.019,15.794,-309.359,124.063
-242.109,0.752641,0.869878,2,3,0,242.795,106.492,18.5382,-313.599,119.771
-237.982,0.960095,0.869878,2,3,0,243.258,105.447,12.1585,-309.459,108.011
-239.525,0.726816,0.869878,1,1,0,239.812,104.921,11.4252,-310.977,104.947
-236.547,1,0.869878,2,3,0,239.44,105.081,13.1079,-308.028,93.9554
-239.371,0.566088,0.869878,2,7,0,239.887,100.048,14.9142,-310.693,68.9295
-239.544,0.954054,0.869878,2,7,0,239.898,108.298,13.9687,-311.078,136.602
-236.646,1,0.869878,2,3,0,239.543,105.073,14.9099,-308.134,97.7294
-236.867,0.691322,0.869878,2,3,0,240.033,105.261,15.1211,-308.359,97.8914
-236.67,0.891029,0.869878,3,7,0,238.498,103.019,14.8606,-308.104,114.943
-236.93,0.974974,0.869878,2,3,0,237.178,106.096,13.6236,-308.434,101.704
-237.634,0.825364,0.869878,1,1,0,237.737,106.788,13.5417,-309.149,105.132
-236.34,0.982062,0.869878,1,3,0,237.769,104.784,14.5195,-307.821,108.602
-236.969,0.882972,0.869878,2,3,0,237.394,106.097,13.5159,-308.473,102.017
-237.137,0.933804,0.869878,2,3,0,238.464,103.112,12.5439,-308.56,60.8249
-237.137,0.507417,0.869878,1,3,0,242.51,103.112,12.5439,-308.56,120.173
-237.076,0.935329,0.869878,2,3,0,237.856,105.265,15.367,-308.568,103.607
-236.205,0.758031,0.869878,2,3,0,239.536,104.633,14.2491,-307.683,89.7462
-236.242,0.953113,0.869878,2,3,0,236.618,103.56,13.4092,-307.687,131.635
-237.164,0.72034,0.869878,1,3,0,238.063,106.443,14.0618,-308.676,103.57
-236.494,0.881919,0.869878,2,3,0,238.273,104.67,12.9914,-307.964,72.456
-236.136,0.949058,0.869878,1,3,0,236.932,103.933,14.1509,-307.596,101.885
-238.126,0.64311,0.869878,1,3,0,238.602,101.132,13.3313,-309.488,100.496
-236.89,0.742773,0.869878,1,3,0,240.397,104.454,15.3746,-308.363,100.02
-236.534,0.947601,0.869878,2,7,0,237.538,103.522,12.9517,-307.973,100.604
-236.233,1,0.869878,2,3,0,236.615,104.669,13.4377,-307.707,97.066
-236.101,0.996547,0.869878,2,3,0,236.258,104.272,13.8036,-307.568,115.13
-236.11,0.90137,0.869878,2,3,0,236.774,103.846,13.8372,-307.565,107.222
-236.307,0.960108,0.869878,1,3,0,236.386,103.321,14.3468,-307.75,113.553
-236.164,0.976929,0.869878,1,3,0,236.559,104.697,13.8147,-307.641,101.373
