# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 2
# model = cereal_2_fit_model
# start_datetime = 2022-06-12 09:57:07 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = C:\Users\user\AppData\Local\Temp\tmppskox6w4\y1de9146.json
# init = 2 (Default)
# random
#   seed = 12062022
# output
#   file = C:\GitHub\DataAnalyticsProject\samples\cereal_2_fit-20220612115707_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.2
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,beta,sigma,mu.1,mu.2,mu.3,mu.4,mu.5,mu.6,mu.7,mu.8,mu.9,mu.10,mu.11,mu.12,mu.13,mu.14,mu.15,mu.16,mu.17,mu.18,mu.19,mu.20,mu.21,mu.22,mu.23,mu.24,mu.25,mu.26,mu.27,mu.28,mu.29,mu.30,mu.31,mu.32,mu.33,mu.34,mu.35,mu.36,mu.37,mu.38,mu.39,mu.40,mu.41,mu.42,mu.43,mu.44,mu.45,mu.46,mu.47,mu.48,mu.49,mu.50,mu.51,mu.52,mu.53,mu.54,mu.55,mu.56,mu.57,mu.58,mu.59,mu.60,mu.61,mu.62,mu.63,mu.64,mu.65,mu.66,mu.67,mu.68,mu.69,mu.70,mu.71,mu.72,mu.73,mu.74,mu.75,mu.76,mu.77,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20,log_lik.21,log_lik.22,log_lik.23,log_lik.24,log_lik.25,log_lik.26,log_lik.27,log_lik.28,log_lik.29,log_lik.30,log_lik.31,log_lik.32,log_lik.33,log_lik.34,log_lik.35,log_lik.36,log_lik.37,log_lik.38,log_lik.39,log_lik.40,log_lik.41,log_lik.42,log_lik.43,log_lik.44,log_lik.45,log_lik.46,log_lik.47,log_lik.48,log_lik.49,log_lik.50,log_lik.51,log_lik.52,log_lik.53,log_lik.54,log_lik.55,log_lik.56,log_lik.57,log_lik.58,log_lik.59,log_lik.60,log_lik.61,log_lik.62,log_lik.63,log_lik.64,log_lik.65,log_lik.66,log_lik.67,log_lik.68,log_lik.69,log_lik.70,log_lik.71,log_lik.72,log_lik.73,log_lik.74,log_lik.75,log_lik.76,log_lik.77,calorie.1,calorie.2,calorie.3,calorie.4,calorie.5,calorie.6,calorie.7,calorie.8,calorie.9,calorie.10,calorie.11,calorie.12,calorie.13,calorie.14,calorie.15,calorie.16,calorie.17,calorie.18,calorie.19,calorie.20,calorie.21,calorie.22,calorie.23,calorie.24,calorie.25,calorie.26,calorie.27,calorie.28,calorie.29,calorie.30,calorie.31,calorie.32,calorie.33,calorie.34,calorie.35,calorie.36,calorie.37,calorie.38,calorie.39,calorie.40,calorie.41,calorie.42,calorie.43,calorie.44,calorie.45,calorie.46,calorie.47,calorie.48,calorie.49,calorie.50,calorie.51,calorie.52,calorie.53,calorie.54,calorie.55,calorie.56,calorie.57,calorie.58,calorie.59,calorie.60,calorie.61,calorie.62,calorie.63,calorie.64,calorie.65,calorie.66,calorie.67,calorie.68,calorie.69,calorie.70,calorie.71,calorie.72,calorie.73,calorie.74,calorie.75,calorie.76,calorie.77
# Adaptation terminated
# Step size = 0.814982
# Diagonal elements of inverse mass matrix:
# 3.2305, 0.198526, 0.00765579
-252.493,1,0.814982,3,7,0,253.039,104.711,2.07453,15.9662,111.097,106.948,92.4259,109.022,104.873,117.32,117.32,111.097,109.022,111.097,96.575,115.246,102.799,111.097,106.948,96.575,119.395,96.575,96.575,115.246,96.575,106.948,100.724,90.3514,119.395,94.5005,115.246,104.873,96.575,117.32,113.171,104.873,115.246,102.799,109.022,117.32,109.022,104.873,94.5005,96.575,115.246,102.799,96.575,121.469,96.575,102.799,90.3514,90.3514,90.3514,100.724,100.724,111.097,115.246,121.469,100.724,96.575,98.6495,113.171,119.395,106.948,115.246,113.171,102.799,90.3514,90.3514,102.799,106.948,102.799,96.575,100.724,113.171,113.171,94.5005,96.575,96.575,90.3514,88.2769,-3.69177,-4.73173,-4.29519,-3.92579,-3.74097,-3.79452,-3.79452,-3.93093,-3.69129,-3.69177,-4.04292,-3.74339,-3.70477,-4.39029,-3.78409,-4.04292,-4.52217,-3.71242,-4.04292,-3.74339,-3.71242,-3.70769,-5.54091,-6.88304,-3.86253,-3.74873,-3.74339,-3.74097,-4.04292,-3.79452,-3.70914,-3.73599,-3.73375,-3.79113,-5.57163,-7.26223,-3.92579,-6.10959,-3.72914,-3.71242,-3.73375,-4.0107,-4.04292,-3.94743,-4.04292,-5.79939,-3.89958,-3.68965,-3.68965,-3.91498,-3.91498,-3.84489,-3.74339,-4.59349,-3.69044,-4.04292,-4.5835,-3.70914,-3.69013,-4.02357,-3.73375,-3.78088,-3.70477,-6.88304,-6.88304,-3.70477,-3.70769,-4.0107,-4.04292,-3.69044,-6.34978,-6.34978,-4.16061,-3.71242,-3.71242,-3.87201,-3.95897,125.58,131.231,82.1689,122.429,67.0995,122.904,115.745,106.62,122.043,107.987,109.73,118.565,113.939,129.711,132.839,85.1051,125.613,101.23,62.8897,126.44,98.6397,99.6018,111.699,90.144,84.8346,65.9635,124.168,104.897,80.9039,116.87,121.74,122.505,95.8949,101.047,94.2118,127.564,117.526,87.742,81.1353,91.1563,115.628,122.801,88.4511,109.319,82.7306,118.268,85.4162,64.1152,90.4989,52.7016,96.5873,106.589,105.498,91.88,82.9709,69.0959,99.0294,101.25,93.8974,102.456,112.851,89.8657,112.767,88.5566,91.5785,84.1288,131.583,100.989,75.2052,98.9987,99.5629,135.417,85.2146,89.223,78.5436,99.9988,82.4063
-253.207,0.880221,0.814982,1,1,0,253.279,103.778,2.11998,15.8925,110.303,106.063,91.2232,108.183,103.943,116.663,116.663,110.303,108.183,110.303,95.4632,114.543,101.823,110.303,106.063,95.4632,118.783,95.4632,95.4632,114.543,95.4632,106.063,99.7031,89.1033,118.783,93.3432,114.543,103.943,95.4632,116.663,112.423,103.943,114.543,101.823,108.183,116.663,108.183,103.943,93.3432,95.4632,114.543,101.823,95.4632,120.903,95.4632,101.823,89.1033,89.1033,89.1033,99.7031,99.7031,110.303,114.543,120.903,99.7031,95.4632,97.5832,112.423,118.783,106.063,114.543,112.423,101.823,89.1033,89.1033,101.823,106.063,101.823,95.4632,99.7031,112.423,112.423,93.3432,95.4632,95.4632,89.1033,86.9833,-3.68497,-4.81907,-4.38274,-3.96122,-3.75741,-3.77267,-3.77267,-3.89493,-3.69132,-3.68497,-4.10312,-3.72564,-3.69137,-4.45283,-3.75756,-4.10312,-4.57595,-3.72553,-4.10312,-3.72564,-3.72553,-3.71547,-5.43137,-6.71177,-3.83749,-3.77251,-3.72564,-3.75741,-4.10312,-3.77267,-3.69641,-3.71557,-3.74374,-3.81715,-5.68881,-7.40274,-3.96122,-6.25851,-3.70691,-3.72553,-3.74374,-3.96151,-4.10312,-3.92011,-4.10312,-5.68958,-3.84884,-3.68638,-3.68638,-3.87117,-3.87117,-3.87094,-3.72564,-4.54975,-3.68496,-4.10312,-4.67958,-3.69641,-3.68772,-4.06931,-3.74374,-3.79844,-3.69137,-6.71177,-6.71177,-3.69137,-3.71547,-3.96151,-4.10312,-3.68496,-6.48009,-6.48009,-4.23403,-3.72553,-3.72553,-3.91985,-4.02021,102.653,103.076,92.5669,117.901,93.4367,114.362,127.282,124.249,107.443,120.682,88.6516,113.903,108.366,111.505,98.2656,95.1173,97.4054,89.0902,87.1217,148.581,90.2565,98.8863,109.566,129.613,152.151,80.6243,101.997,129.345,100.416,93.4655,123.187,136.331,116.937,72.7255,131.712,96.1596,93.7955,90.7707,105.44,108.746,126.176,131.359,87.1502,119.784,68.0027,101.383,73.8611,106.484,87.4252,99.5404,115.96,125.737,108.762,108.776,93.6633,111.379,117.681,100.655,129.23,79.2823,125.938,139.664,101.111,74.112,107.586,122.042,104.549,85.7796,105.907,93.5878,83.4987,89.541,97.4771,124.658,110.958,98.3523,87.4801
-253.351,0.99941,0.814982,3,7,0,253.786,110.062,2.48163,17.3276,117.7,112.737,95.3657,115.219,110.255,125.145,125.145,117.7,115.219,117.7,100.329,122.664,107.774,117.7,112.737,100.329,127.627,100.329,100.329,122.664,100.329,112.737,105.292,92.8841,127.627,97.8473,122.664,110.255,100.329,125.145,120.182,110.255,122.664,107.774,115.219,125.145,115.219,110.255,97.8473,100.329,122.664,107.774,100.329,130.109,100.329,107.774,92.8841,92.8841,92.8841,105.292,105.292,117.7,122.664,130.109,105.292,100.329,102.811,120.182,127.627,112.737,122.664,120.182,107.774,92.8841,92.8841,107.774,112.737,107.774,100.329,105.292,120.182,120.182,97.8473,100.329,100.329,92.8841,90.4025,-3.86998,-4.26751,-4.12788,-3.80931,-3.77135,-4.15323,-4.15323,-4.29298,-3.81659,-3.86998,-3.92699,-4.0383,-3.87188,-4.02317,-4.04141,-3.92699,-4.02619,-3.77142,-3.92699,-4.0383,-3.77142,-3.78371,-5.84545,-6.83381,-4.28866,-3.77895,-4.0383,-3.77135,-3.92699,-4.15323,-3.94389,-3.94639,-3.78305,-3.77949,-4.79392,-5.79434,-3.80931,-5.24459,-3.87379,-3.77142,-3.78305,-4.29733,-3.92699,-4.44461,-3.92699,-6.14741,-4.04768,-3.78509,-3.78509,-4.16067,-4.16067,-3.78004,-4.0383,-5.28088,-3.81788,-3.92699,-4.26329,-3.94389,-3.86811,-3.85908,-3.78305,-3.77129,-3.87188,-6.83381,-6.83381,-3.87188,-3.78371,-4.29733,-3.92699,-3.81788,-5.25188,-5.25188,-4.01718,-3.77142,-3.77142,-3.85556,-3.92463,109.685,125.919,93.6983,132.89,119.344,129.672,102.194,122.165,97.2871,102.022,115.498,132.068,125.646,131.878,127.08,95.094,121.549,79.6077,88.6812,96.4714,109.037,93.6866,137.6,111.027,113.323,113.307,103.524,96.6581,110.944,130.431,127.169,133.415,144.593,123.076,139.833,125.892,128.857,118.73,103.715,102.66,123.756,87.3517,93.7015,124.701,73.1531,120.486,61.8608,82.3317,66.3955,130.487,138.472,111.237,126.787,120.615,74.4534,98.6095,62.1944,100.821,133.734,132.973,151.3,145.149,106.938,95.6997,100.766,94.9746,82.6482,89.3815,93.9553,127.193,117.467,104.526,114.374,95.2878,98.0482,103.896,69.5177
-256.789,0.737159,0.814982,2,3,0,257.851,111.954,3.08785,17.3871,121.458,115.283,93.6676,118.37,112.195,130.722,130.722,121.458,118.37,121.458,99.8433,127.634,109.107,121.458,115.283,99.8433,133.81,99.8433,99.8433,127.634,99.8433,115.283,106.019,90.5797,133.81,96.7554,127.634,112.195,99.8433,130.722,124.546,112.195,127.634,109.107,118.37,130.722,118.37,112.195,96.7554,99.8433,127.634,109.107,99.8433,136.898,99.8433,109.107,90.5797,90.5797,90.5797,106.019,106.019,121.458,127.634,136.898,106.019,99.8433,102.931,124.546,133.81,115.283,127.634,124.546,109.107,90.5797,90.5797,109.107,115.283,109.107,99.8433,106.019,124.546,124.546,96.7554,99.8433,99.8433,90.5797,87.4918,-3.99181,-4.13291,-4.21585,-3.77906,-3.78263,-4.48485,-4.48485,-4.53623,-3.89055,-3.99181,-3.94528,-4.28897,-3.91183,-3.89534,-4.16095,-3.94528,-3.83805,-3.77471,-3.94528,-4.28897,-3.77471,-3.82082,-5.92041,-6.49821,-4.71228,-3.79208,-4.28897,-3.78263,-3.94528,-4.48485,-4.12462,-4.02062,-3.87105,-3.77599,-4.54844,-5.19243,-3.77906,-5.05338,-3.85014,-3.77471,-3.87105,-4.37847,-3.94528,-4.97124,-3.94528,-6.30409,-3.95979,-3.77522,-3.77522,-4.19908,-4.19908,-3.77818,-4.28897,-6.02636,-3.83459,-3.94528,-4.25653,-4.12462,-4.09008,-3.81147,-3.87105,-3.80885,-3.91183,-6.49821,-6.49821,-3.91183,-3.82082,-4.37847,-3.94528,-3.83459,-4.84625,-4.84625,-4.0648,-3.77471,-3.77471,-3.92144,-4.03343,147.389,121.309,120.841,115.128,106.874,138.455,149.928,121.367,122.595,118.88,78.8438,131.85,102.802,82.4343,111.477,96.7024,122.541,72.685,138.748,120.149,116.954,122.18,128.084,117.251,141.781,106.922,121.568,119.42,97.0043,155.604,113.246,99.3314,148.877,130.462,139.895,103.121,106.028,145.155,79.3054,113.49,125.946,123.762,90.6376,112.574,104.445,110.775,64.5817,105.027,100.22,92.2881,77.4644,118.262,141.639,127.215,115.595,90.7451,72.4752,120.794,151.357,101.89,143.206,118.736,119.467,75.4647,96.9749,115.964,101.808,115.463,93.7602,125.547,128.001,103.626,88.9704,103.071,66.7672,66.3055,70.1426
-254.946,0.915031,0.814982,2,7,0,260.137,106.724,1.43281,19.1012,111.134,108.269,98.2391,109.702,106.836,115.433,115.433,111.134,109.702,111.134,101.105,114,105.403,111.134,108.269,101.105,116.866,101.105,101.105,114,101.105,108.269,103.97,96.8063,116.866,99.6719,114,106.836,101.105,115.433,112.567,106.836,114,105.403,109.702,115.433,109.702,106.836,99.6719,101.105,114,105.403,101.105,118.298,101.105,105.403,96.8063,96.8063,96.8063,103.97,103.97,111.134,114,118.298,103.97,101.105,102.537,112.567,116.866,108.269,114,112.567,105.403,96.8063,96.8063,105.403,108.269,105.403,101.105,103.97,112.567,112.567,99.6719,101.105,101.105,96.8063,95.3735,-3.87045,-4.51586,-4.05824,-4.01403,-3.88241,-3.90914,-3.90914,-4.03858,-3.86881,-3.87045,-3.97713,-3.89062,-3.9087,-4.35644,-3.96239,-3.97713,-4.60213,-3.87036,-3.97713,-3.89062,-3.87036,-3.8728,-5.45011,-6.871,-3.93329,-3.86884,-3.89062,-3.88241,-3.97713,-3.90914,-3.87772,-3.93273,-3.91803,-3.89765,-5.12672,-6.59064,-4.01403,-5.37594,-3.99689,-3.87036,-3.91803,-4.19383,-3.97713,-3.96306,-3.97713,-5.58632,-4.25576,-3.93217,-3.93217,-4.13615,-4.13615,-3.9764,-3.89062,-4.32754,-3.89029,-3.97713,-4.28658,-3.87772,-3.88215,-4.05729,-3.91803,-3.9444,-3.9087,-6.871,-6.871,-3.9087,-3.8728,-4.19383,-3.97713,-3.89029,-5.78892,-5.78892,-4.01487,-3.87036,-3.87036,-3.88267,-3.89802,117.35,118.776,121.213,127.763,113.196,105.619,123.981,101.393,107.379,82.918,68.7831,113.295,97.5458,92.2324,70.709,92.66,104.884,97.6798,109.515,104.703,110.525,94.5519,85.419,87.4936,106.403,92.3375,78.8965,115.504,85.9574,90.6013,143.619,103.941,122.331,97.5552,110.851,102,111.868,109.251,123.827,112.394,127.07,85.789,86.9436,121.87,107.101,75.2038,92.3757,134.044,92.4566,97.8294,101.88,106.494,101.453,104.806,102.547,84.7716,113.766,122.147,129.754,123.934,136.913,125.635,92.2599,74.8487,100.445,117.12,62.5017,107.061,97.4677,111.912,103.668,97.0318,96.2913,116.013,142.446,110.117,86.4674
-252.299,0.982052,0.814982,2,3,0,255.215,108.106,2.68437,15.507,116.368,111,92.209,113.684,108.315,124.421,124.421,116.368,113.684,116.368,97.5777,121.737,105.631,116.368,111,97.5777,127.106,97.5777,97.5777,121.737,97.5777,111,102.946,89.5246,127.106,94.8934,121.737,108.315,97.5777,124.421,119.053,108.315,121.737,105.631,113.684,124.421,113.684,108.315,94.8934,97.5777,121.737,105.631,97.5777,129.79,97.5777,105.631,89.5246,89.5246,89.5246,102.946,102.946,116.368,121.737,129.79,102.946,97.5777,100.262,119.053,127.106,111,121.737,119.053,105.631,89.5246,89.5246,105.631,111,105.631,97.5777,102.946,119.053,119.053,94.8934,97.5777,97.5777,89.5246,86.8403,-3.74456,-4.41088,-4.31837,-3.74318,-3.66613,-4.09268,-4.09268,-4.21732,-3.68845,-3.74456,-3.98109,-3.94667,-3.72616,-4.04661,-3.91181,-3.98109,-4.00593,-3.67243,-3.98109,-3.94667,-3.67243,-3.66231,-5.91723,-6.90848,-4.26865,-3.71445,-3.94667,-3.66613,-3.98109,-4.09268,-3.83063,-3.804,-3.6665,-3.69992,-5.1002,-6.29226,-3.74318,-5.74768,-3.71002,-3.67243,-3.6665,-4.16825,-3.98109,-4.47459,-3.98109,-6.3,-3.84886,-3.6607,-3.6607,-4.00874,-4.00874,-3.68765,-3.94667,-5.50551,-3.67828,-3.98109,-4.47029,-3.83063,-3.76522,-3.82867,-3.6665,-3.6621,-3.72616,-6.90848,-6.90848,-3.72616,-3.66231,-4.16825,-3.98109,-3.67828,-5.65163,-5.65163,-4.13474,-3.67243,-3.67243,-3.8884,-4.02032,126.977,102.591,95.9849,137.37,116.314,148.005,97.1124,93.0512,118.431,123.538,138.249,122.599,135.208,97.8706,120.823,119.984,116.223,109.984,89.578,127.966,113.938,94.9515,97.3261,74.3659,104.069,100.496,104.435,127.87,111.426,139.88,148.376,107.531,115.22,108.77,142.953,148.186,119.568,102.974,83.138,101.947,106.339,104.59,67.2059,125.833,76.6047,86.9769,77.1691,68.7424,56.6669,105.115,113.988,107.419,104.173,131.422,84.4569,118.494,106.833,106.544,123.31,70.037,122.818,131.364,99.1955,78.5863,68.2885,113.178,124.874,106.271,100.458,133.245,126.754,115.446,110.725,105.92,105.198,89.0646,54.8669
