# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 2
# model = cereal_3_fit_model
# start_datetime = 2022-06-12 17:40:24 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = C:\Users\user\AppData\Local\Temp\tmpay9zw7ak\ow39as_u.json
# init = 2 (Default)
# random
#   seed = 12062022
# output
#   file = C:\GitHub\DataAnalyticsProject\Project\samples\cereal_3_fit-20220612194023_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.2
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,beta,sigma,nu,mu.1,mu.2,mu.3,mu.4,mu.5,mu.6,mu.7,mu.8,mu.9,mu.10,mu.11,mu.12,mu.13,mu.14,mu.15,mu.16,mu.17,mu.18,mu.19,mu.20,mu.21,mu.22,mu.23,mu.24,mu.25,mu.26,mu.27,mu.28,mu.29,mu.30,mu.31,mu.32,mu.33,mu.34,mu.35,mu.36,mu.37,mu.38,mu.39,mu.40,mu.41,mu.42,mu.43,mu.44,mu.45,mu.46,mu.47,mu.48,mu.49,mu.50,mu.51,mu.52,mu.53,mu.54,mu.55,mu.56,mu.57,mu.58,mu.59,mu.60,mu.61,mu.62,mu.63,mu.64,mu.65,mu.66,mu.67,mu.68,mu.69,mu.70,mu.71,mu.72,mu.73,mu.74,mu.75,mu.76,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20,log_lik.21,log_lik.22,log_lik.23,log_lik.24,log_lik.25,log_lik.26,log_lik.27,log_lik.28,log_lik.29,log_lik.30,log_lik.31,log_lik.32,log_lik.33,log_lik.34,log_lik.35,log_lik.36,log_lik.37,log_lik.38,log_lik.39,log_lik.40,log_lik.41,log_lik.42,log_lik.43,log_lik.44,log_lik.45,log_lik.46,log_lik.47,log_lik.48,log_lik.49,log_lik.50,log_lik.51,log_lik.52,log_lik.53,log_lik.54,log_lik.55,log_lik.56,log_lik.57,log_lik.58,log_lik.59,log_lik.60,log_lik.61,log_lik.62,log_lik.63,log_lik.64,log_lik.65,log_lik.66,log_lik.67,log_lik.68,log_lik.69,log_lik.70,log_lik.71,log_lik.72,log_lik.73,log_lik.74,log_lik.75,log_lik.76,calorie.1,calorie.2,calorie.3,calorie.4,calorie.5,calorie.6,calorie.7,calorie.8,calorie.9,calorie.10,calorie.11,calorie.12,calorie.13,calorie.14,calorie.15,calorie.16,calorie.17,calorie.18,calorie.19,calorie.20,calorie.21,calorie.22,calorie.23,calorie.24,calorie.25,calorie.26,calorie.27,calorie.28,calorie.29,calorie.30,calorie.31,calorie.32,calorie.33,calorie.34,calorie.35,calorie.36,calorie.37,calorie.38,calorie.39,calorie.40,calorie.41,calorie.42,calorie.43,calorie.44,calorie.45,calorie.46,calorie.47,calorie.48,calorie.49,calorie.50,calorie.51,calorie.52,calorie.53,calorie.54,calorie.55,calorie.56,calorie.57,calorie.58,calorie.59,calorie.60,calorie.61,calorie.62,calorie.63,calorie.64,calorie.65,calorie.66,calorie.67,calorie.68,calorie.69,calorie.70,calorie.71,calorie.72,calorie.73,calorie.74,calorie.75,calorie.76
# Adaptation terminated
# Step size = 0.579513
# Diagonal elements of inverse mass matrix:
# 2.28286, 0.146607, 0.0134022, 3.10808
-261.611,0.925823,0.579513,2,7,0,263.181,106.349,1.09185,9.53067,7.22879,109.596,107.412,99.7694,108.504,106.32,112.872,112.872,109.596,108.504,109.596,101.953,111.78,105.229,109.596,107.412,101.953,113.963,101.953,101.953,111.78,101.953,107.412,104.137,98.6775,113.963,100.861,111.78,106.32,101.953,112.872,110.688,106.32,111.78,105.229,108.504,112.872,108.504,106.32,100.861,101.953,111.78,105.229,101.953,115.055,101.953,105.229,98.6775,98.6775,98.6775,104.137,104.137,109.596,111.78,115.055,104.137,101.953,103.045,110.688,113.963,107.412,111.78,110.688,105.229,98.6775,98.6775,105.229,107.412,105.229,101.953,104.137,110.688,110.688,100.861,101.953,101.953,98.6775,-2.99005,-5.31766,-4.0211,-4.15385,-3.33373,-3.24896,-3.24896,-3.95452,-3.10461,-2.99005,-3.79198,-3.1344,-3.49627,-5.08853,-3.7254,-3.79198,-5.67953,-3.15259,-3.79198,-3.1344,-3.15259,-3.21917,-6.52945,-8.05512,-3.36353,-3.03803,-3.1344,-3.33373,-3.79198,-3.24896,-3.01984,-3.61084,-3.81017,-3.44829,-6.25234,-7.89258,-4.15385,-6.48147,-4.08727,-3.15259,-3.81017,-4.54552,-3.79198,-3.47809,-3.79198,-6.64401,-4.90739,-3.85815,-3.85815,-4.43096,-4.43096,-4.03929,-3.1344,-4.52733,-3.38171,-3.79198,-4.72666,-3.01984,-3.58104,-4.26841,-3.81017,-3.92473,-3.49627,-8.05512,-8.05512,-3.49627,-3.21917,-4.54552,-3.79198,-3.38171,-7.07246,-7.07246,-3.90654,-3.15259,-3.15259,-3.08642,113.01,107.876,135.291,107.335,106.746,114.517,85.315,103.709,72.8718,107.637,60.0718,132.171,112.744,101.615,118.363,103.568,96.1547,93.4341,92.1418,107.822,102.159,116.92,104.682,98.3278,129.477,102.422,142.444,114.733,118.075,122.01,106.09,107.185,114.379,110.314,120.547,112.021,109.141,89.5058,120.138,85.0581,131.885,91.4945,102.417,107.673,103.796,110.425,102.026,112.88,105.022,117.35,101.708,122.648,105.821,147.155,99.9517,93.0371,118.876,120.707,114.716,96.1588,86.3523,117.877,176.474,108.585,95.9148,124.955,97.7423,104.988,109.008,120.654,106.129,101.78,110.542,96.6219,88.8303,99.2156
-258.384,0.863418,0.579513,3,7,0,261.477,106.304,1.1918,11.6096,31.6362,109.848,107.465,99.1219,108.656,106.273,113.424,113.424,109.848,108.656,109.848,101.506,112.232,105.081,109.848,107.465,101.506,114.615,101.506,101.506,112.232,101.506,107.465,103.889,97.9301,114.615,100.314,112.232,106.273,101.506,113.424,111.04,106.273,112.232,105.081,108.656,113.424,108.656,106.273,100.314,101.506,112.232,105.081,101.506,115.807,101.506,105.081,97.9301,97.9301,97.9301,103.889,103.889,109.848,112.232,115.807,103.889,101.506,102.697,111.04,114.615,107.465,112.232,111.04,105.081,97.9301,97.9301,105.081,107.465,105.081,101.506,103.889,111.04,111.04,100.314,101.506,101.506,97.9301,-3.15806,-5.08608,-4.08197,-4.12207,-3.46603,-3.43988,-3.43988,-3.99326,-3.26072,-3.15806,-3.87666,-3.33722,-3.58263,-4.88077,-3.78795,-3.87666,-5.33149,-3.27466,-3.87666,-3.33722,-3.27466,-3.36337,-6.06404,-7.27346,-3.54253,-3.17201,-3.33722,-3.46603,-3.87666,-3.43988,-3.23456,-3.68529,-3.8141,-3.56869,-5.84478,-7.15686,-4.12207,-6.05009,-4.03336,-3.27466,-3.8141,-4.44399,-3.87666,-3.64519,-3.87666,-6.16669,-4.6894,-3.82805,-3.82805,-4.34133,-4.34133,-4.01941,-3.33722,-4.50654,-3.47998,-3.87666,-4.63535,-3.23456,-3.60879,-4.22473,-3.8141,-3.91676,-3.58263,-7.27346,-7.27346,-3.58263,-3.36337,-4.44399,-3.87666,-3.47998,-6.50082,-6.50082,-3.97931,-3.27466,-3.27466,-3.32327,102.54,106.443,89.1465,108.825,79.1887,88.4144,105.384,111.543,102.999,119.606,94.6623,103.971,116.552,81.2952,115.228,89.7745,81.5896,100.305,86.7524,121.42,104.879,93.2623,106.198,70.9816,111.258,92.6984,108.445,125.413,103.45,103.038,99.6306,104.667,103.262,122.41,105.41,110.019,111.579,84.0873,93.5101,94.1023,103.885,115.216,100.991,131.652,105.719,84.3999,47.6424,98.2972,71.2791,90.0222,97.0142,100.17,128.111,111.432,99.825,97.2137,99.929,101.364,103.097,118.777,113.725,96.4609,114.073,95.2278,101.342,111.113,108.125,100.431,109.161,120.983,111.184,130.961,111.635,103.765,111.464,80.9435
-259.776,0.604822,0.579513,2,7,0,260.997,104.689,0.921626,11.277,35.9247,107.43,105.587,99.1355,106.508,104.665,110.195,110.195,107.43,106.508,107.43,100.979,109.273,103.744,107.43,105.587,100.979,111.117,100.979,100.979,109.273,100.979,105.587,102.822,98.2138,111.117,100.057,109.273,104.665,100.979,110.195,108.352,104.665,109.273,103.744,106.508,110.195,106.508,104.665,100.057,100.979,109.273,103.744,100.979,112.038,100.979,103.744,98.2138,98.2138,98.2138,102.822,102.822,107.43,109.273,112.038,102.822,100.979,101.9,108.352,111.117,105.587,109.273,108.352,103.744,98.2138,98.2138,103.744,105.587,103.744,100.979,102.822,108.352,108.352,100.057,100.979,100.979,98.2138,-3.3438,-5.28078,-4.07934,-4.31229,-3.58898,-3.1332,-3.1332,-3.77478,-3.42553,-3.3438,-3.91588,-3.18035,-3.44788,-5.11732,-3.61133,-3.91588,-5.67718,-3.2027,-3.91588,-3.18035,-3.2027,-3.50725,-6.02644,-7.39133,-3.21493,-3.12097,-3.18035,-3.58898,-3.91588,-3.1332,-3.26207,-3.52961,-4.06711,-3.67071,-6.08581,-7.53243,-4.31229,-6.24926,-4.00774,-3.2027,-4.06711,-4.33464,-3.91588,-3.29665,-3.91588,-6.10816,-4.73104,-3.84428,-3.84428,-4.25291,-4.25291,-4.23056,-3.18035,-4.18342,-3.36615,-3.91588,-4.72092,-3.26207,-3.90366,-4.39401,-4.06711,-4.14884,-3.44788,-7.39133,-7.39133,-3.44788,-3.50725,-4.33464,-3.91588,-3.36615,-6.80912,-6.80912,-3.99761,-3.2027,-3.2027,-3.2743,112.096,101.66,94.2519,97.452,72.1714,126.17,104.116,88.2177,86.5921,120.825,111.074,137.037,95.9138,97.1676,122.269,150.982,115.093,103.545,86.7935,104.316,91.1669,117.464,90.3126,78.7139,86.7243,98.1681,112.249,97.1915,101.28,107.393,107.058,135.635,108.934,92.354,100.407,123.89,107.336,84.7473,102.184,95.1482,107.325,99.9573,99.8668,110.239,107.386,109.404,103.852,87.8731,104.82,122.586,114.857,99.5949,102.966,87.9285,118.102,98.2015,104.958,111.602,113.314,99.0835,108.076,115.877,74.7922,91.3455,99.6857,106.21,115.798,101.644,76.8806,89.9663,108.933,102.469,142.121,95.6245,111.237,94.8432
-261.135,0.670846,0.579513,3,7,0,262.379,109.567,1.95655,12.6411,45.5525,115.385,111.472,97.7759,113.428,109.515,121.254,121.254,115.385,113.428,115.385,101.689,119.298,107.559,115.385,111.472,101.689,123.211,101.689,101.689,119.298,101.689,111.472,105.602,95.8193,123.211,99.7324,119.298,109.515,101.689,121.254,117.341,109.515,119.298,107.559,113.428,121.254,113.428,109.515,99.7324,101.689,119.298,107.559,101.689,125.168,101.689,107.559,95.8193,95.8193,95.8193,105.602,105.602,115.385,119.298,125.168,105.602,101.689,103.646,117.341,123.211,111.472,119.298,117.341,107.559,95.8193,95.8193,107.559,111.472,107.559,101.689,105.602,117.341,117.341,99.7324,101.689,101.689,95.8193,-3.65608,-4.69582,-4.19712,-3.74997,-3.26845,-4.12041,-4.12041,-4.44715,-3.5013,-3.65608,-3.88756,-3.96563,-3.82804,-4.38627,-4.13759,-3.88756,-4.55823,-3.36371,-3.88756,-3.96563,-3.36371,-3.34652,-6.04648,-6.85473,-4.27518,-3.25127,-3.96563,-3.26845,-3.88756,-4.12041,-3.81085,-3.98282,-3.28564,-3.42323,-5.33211,-6.29515,-3.74997,-5.64167,-4,-3.36371,-3.28564,-4.61911,-3.88756,-4.42996,-3.88756,-6.20125,-4.48152,-3.69045,-3.69045,-4.46433,-4.46433,-3.59519,-3.96563,-5.22103,-3.67326,-3.88756,-4.52386,-3.81085,-3.48411,-3.90475,-3.28564,-3.44042,-3.82804,-6.85473,-6.85473,-3.82804,-3.34652,-4.61911,-3.88756,-3.67326,-5.81363,-5.81363,-4.04234,-3.36371,-3.36371,-3.56082,99.1103,116.55,90.7435,91.9107,118.744,113.381,97.9957,123.543,94.7072,98.3796,98.3488,104.842,125.44,101.827,111.358,100.345,135.573,106.755,89.6861,115.175,122.059,131.062,105.583,93.7597,104.301,90.4744,94.9863,102.118,126.002,110.955,146.209,104.967,90.0839,99.9553,130.923,132.243,114.216,105.761,111.836,105.135,126.469,119.556,98.1338,125.901,100.131,116.655,95.4854,86.7851,101.124,112.63,109.412,112.728,112.544,130.899,97.7959,72.0362,98.291,177.891,124.076,100.548,99.5179,102.746,110.969,96.1341,111.393,115.492,127.912,112.77,105.827,81.4726,139.951,138.715,118.324,45.7522,49.4717,95.2612
-260.932,0.916657,0.579513,3,7,0,262.375,107.668,2.19049,10.9637,28.4993,114.182,109.801,94.4678,111.992,107.611,120.754,120.754,114.182,111.992,114.182,98.8488,118.563,105.42,114.182,109.801,98.8488,122.944,98.8488,98.8488,118.563,98.8488,109.801,103.23,92.2773,122.944,96.6583,118.563,107.611,98.8488,120.754,116.373,107.611,118.563,105.42,111.992,120.754,111.992,107.611,96.6583,98.8488,118.563,105.42,98.8488,125.135,98.8488,105.42,92.2773,92.2773,92.2773,103.23,103.23,114.182,118.563,125.135,103.23,98.8488,101.039,116.373,122.944,109.801,118.563,116.373,105.42,92.2773,92.2773,105.42,109.801,105.42,98.8488,103.23,116.373,116.373,96.6583,98.8488,98.8488,92.2773,-3.4692,-4.93007,-4.50443,-3.81817,-3.30566,-4.06858,-4.06858,-4.3813,-3.2694,-3.4692,-4.10484,-3.86878,-3.58212,-4.53048,-3.98171,-4.10484,-4.6434,-3.19274,-4.10484,-3.86878,-3.19274,-3.10587,-6.11862,-6.94385,-4.26837,-3.39254,-3.86878,-3.30566,-4.10484,-4.06858,-3.66899,-3.78191,-3.21879,-3.50546,-5.64238,-6.6674,-3.81817,-6.04196,-3.69504,-3.19274,-3.21879,-4.49422,-4.10484,-4.46817,-4.10484,-6.31842,-4.20755,-3.29545,-3.29545,-4.29442,-4.29442,-3.61838,-3.86878,-5.38027,-3.38232,-4.10484,-4.81715,-3.66899,-3.35627,-4.01797,-3.21879,-3.41859,-3.58212,-6.94385,-6.94385,-3.58212,-3.10587,-4.49422,-4.10484,-3.38232,-6.15489,-6.15489,-4.30464,-3.19274,-3.19274,-3.79213,116.154,106.468,79.343,109.727,102.763,125.529,114.927,104.431,110.16,118.276,114.43,116.447,103.869,121.887,108.583,83.4337,123.653,106.653,99.5994,88.1969,100.493,98.5456,115.808,89.2511,127.606,76.2916,151.735,119.994,87.7485,113.182,103.669,107.235,118.903,120.376,111.876,135.907,108.835,112.695,116.975,104.758,114.853,114.101,92.6714,109.65,97.3343,90.9548,106.262,112.429,93.3427,118.929,82.0097,107.589,120.743,128.275,102.268,90.9689,68.1942,138.42,150.875,88.8867,111.148,83.198,116.431,92.8321,92.6891,132.795,110.689,101.842,91.7645,84.574,130.985,123.933,92.6885,104.228,86.7496,99.0679
-260.409,0.401645,0.579513,3,7,0,263.349,105.426,0.793997,11.0663,61.8038,107.787,106.199,100.641,106.993,105.405,110.169,110.169,107.787,106.993,107.787,102.229,109.375,104.611,107.787,106.199,102.229,110.963,102.229,102.229,109.375,102.229,106.199,103.817,99.8469,110.963,101.435,109.375,105.405,102.229,110.169,108.581,105.405,109.375,104.611,106.993,110.169,106.993,105.405,101.435,102.229,109.375,104.611,102.229,111.757,102.229,104.611,99.8469,99.8469,99.8469,103.817,103.817,107.787,109.375,111.757,103.817,102.229,103.023,108.581,110.963,106.199,109.375,108.581,104.611,99.8469,99.8469,104.611,106.199,104.611,102.229,103.817,108.581,108.581,101.435,102.229,102.229,99.8469,-3.29704,-5.24783,-3.94278,-4.27243,-3.51229,-3.11231,-3.11231,-3.80071,-3.36879,-3.29704,-3.79928,-3.15354,-3.51371,-5.10433,-3.65721,-3.79928,-5.72098,-3.29847,-3.79928,-3.15354,-3.29847,-3.44054,-6.1529,-7.60144,-3.18406,-3.22672,-3.15354,-3.51229,-3.79928,-3.11231,-3.22529,-3.58546,-4.05718,-3.58404,-6.07972,-7.60001,-4.27243,-6.22322,-4.13036,-3.29847,-4.05718,-4.41736,-3.79928,-3.25581,-3.79928,-6.22465,-4.89051,-3.98686,-3.98686,-4.34561,-4.34561,-4.20068,-3.15354,-4.15945,-3.44196,-3.79928,-4.63118,-3.22529,-3.91369,-4.34418,-4.05718,-4.12893,-3.51371,-7.60144,-7.60144,-3.51371,-3.44054,-4.41736,-3.79928,-3.44196,-6.83987,-6.83987,-3.87103,-3.29847,-3.29847,-3.11089,119.066,104.779,94.1731,132.21,100.418,115.287,112.542,146.744,121.88,96.5584,131.555,109.117,118.185,137.454,106.721,143.961,100.44,111.129,96.1993,113.535,128.378,102.183,97.0521,145.567,97.3728,93.8102,113.937,114.843,102.873,110.536,113.299,93.8078,124.673,84.4689,115,115.925,114.877,134.706,100.353,89.6176,119.118,107.898,88.4894,133.103,112.477,109.071,101.467,117.6,103.552,104.798,109.569,85.9113,109.749,131.066,86.3268,109.289,88.313,106.095,118.895,73.3312,116.184,109.495,101.843,82.38,81.2469,107.204,120.621,102.779,110.546,99.5523,94.4215,112.69,110.965,81.7629,92.1094,111.461
