# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 2
# model = cereal_3_fit_model
# start_datetime = 2022-06-12 13:07:37 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = C:\Users\user\AppData\Local\Temp\tmpay9zw7ak\5v_3efjv.json
# init = 2 (Default)
# random
#   seed = 12062022
# output
#   file = C:\GitHub\DataAnalyticsProject\Project\samples\cereal_3_fit-20220612150737_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.2
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,beta,sigma,nu,mu.1,mu.2,mu.3,mu.4,mu.5,mu.6,mu.7,mu.8,mu.9,mu.10,mu.11,mu.12,mu.13,mu.14,mu.15,mu.16,mu.17,mu.18,mu.19,mu.20,mu.21,mu.22,mu.23,mu.24,mu.25,mu.26,mu.27,mu.28,mu.29,mu.30,mu.31,mu.32,mu.33,mu.34,mu.35,mu.36,mu.37,mu.38,mu.39,mu.40,mu.41,mu.42,mu.43,mu.44,mu.45,mu.46,mu.47,mu.48,mu.49,mu.50,mu.51,mu.52,mu.53,mu.54,mu.55,mu.56,mu.57,mu.58,mu.59,mu.60,mu.61,mu.62,mu.63,mu.64,mu.65,mu.66,mu.67,mu.68,mu.69,mu.70,mu.71,mu.72,mu.73,mu.74,mu.75,mu.76,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20,log_lik.21,log_lik.22,log_lik.23,log_lik.24,log_lik.25,log_lik.26,log_lik.27,log_lik.28,log_lik.29,log_lik.30,log_lik.31,log_lik.32,log_lik.33,log_lik.34,log_lik.35,log_lik.36,log_lik.37,log_lik.38,log_lik.39,log_lik.40,log_lik.41,log_lik.42,log_lik.43,log_lik.44,log_lik.45,log_lik.46,log_lik.47,log_lik.48,log_lik.49,log_lik.50,log_lik.51,log_lik.52,log_lik.53,log_lik.54,log_lik.55,log_lik.56,log_lik.57,log_lik.58,log_lik.59,log_lik.60,log_lik.61,log_lik.62,log_lik.63,log_lik.64,log_lik.65,log_lik.66,log_lik.67,log_lik.68,log_lik.69,log_lik.70,log_lik.71,log_lik.72,log_lik.73,log_lik.74,log_lik.75,log_lik.76,calorie.1,calorie.2,calorie.3,calorie.4,calorie.5,calorie.6,calorie.7,calorie.8,calorie.9,calorie.10,calorie.11,calorie.12,calorie.13,calorie.14,calorie.15,calorie.16,calorie.17,calorie.18,calorie.19,calorie.20,calorie.21,calorie.22,calorie.23,calorie.24,calorie.25,calorie.26,calorie.27,calorie.28,calorie.29,calorie.30,calorie.31,calorie.32,calorie.33,calorie.34,calorie.35,calorie.36,calorie.37,calorie.38,calorie.39,calorie.40,calorie.41,calorie.42,calorie.43,calorie.44,calorie.45,calorie.46,calorie.47,calorie.48,calorie.49,calorie.50,calorie.51,calorie.52,calorie.53,calorie.54,calorie.55,calorie.56,calorie.57,calorie.58,calorie.59,calorie.60,calorie.61,calorie.62,calorie.63,calorie.64,calorie.65,calorie.66,calorie.67,calorie.68,calorie.69,calorie.70,calorie.71,calorie.72,calorie.73,calorie.74,calorie.75,calorie.76
# Adaptation terminated
# Step size = 0.493768
# Diagonal elements of inverse mass matrix:
# 2.57663, 0.124245, 0.0134716, 3.23455
-260.603,0.756108,0.493768,3,7,0,263.897,105.632,1.92054,10.3229,42.9248,111.343,107.502,94.0579,109.422,105.581,117.104,117.104,111.343,109.422,111.343,97.8989,115.184,103.661,111.343,107.502,97.8989,119.025,97.8989,97.8989,115.184,97.8989,107.502,101.74,92.1373,119.025,95.9784,115.184,105.581,97.8989,117.104,113.263,105.581,115.184,103.661,109.422,117.104,109.422,105.581,95.9784,97.8989,115.184,103.661,97.8989,120.945,97.8989,103.661,92.1373,92.1373,92.1373,101.74,101.74,111.343,115.184,120.945,101.74,97.8989,99.8195,113.263,119.025,107.502,115.184,113.263,103.661,92.1373,92.1373,103.661,107.502,103.661,97.8989,101.74,113.263,113.263,95.9784,97.8989,97.8989,92.1373,-3.15758,-5.20698,-4.57186,-4.05221,-3.45558,-3.71572,-3.71572,-4.1263,-3.08349,-3.15758,-4.19977,-3.52967,-3.38211,-4.83489,-3.75421,-4.19977,-5.05942,-3.23104,-4.19977,-3.52967,-3.23104,-3.26953,-6.10224,-7.10945,-3.90176,-3.41709,-3.52967,-3.45558,-4.19977,-3.71572,-3.34362,-3.56816,-3.49407,-3.64163,-5.98966,-7.18292,-4.05221,-6.36175,-3.60665,-3.23104,-3.49407,-4.35084,-4.19977,-4.08781,-4.19977,-6.28828,-4.20328,-3.23456,-3.23456,-4.16479,-4.16479,-3.86616,-3.52967,-5.05653,-3.19607,-4.19977,-4.98244,-3.34362,-3.12198,-4.23826,-3.49407,-3.68012,-3.38211,-7.10945,-7.10945,-3.38211,-3.26953,-4.35084,-4.19977,-3.19607,-6.58629,-6.58629,-4.38581,-3.23104,-3.23104,-3.78918,99.3533,101.534,102.993,98.889,107.874,91.596,118.112,126.217,90.93,111.768,102.876,113.856,98.6477,129.736,111.623,81.1766,143.003,96.4221,92.3683,113.724,94.0962,105.776,110.291,90.7699,141.321,87.9531,98.8968,105.28,93.5328,118.168,101.866,108.493,113.093,112.817,134.057,135.663,104.18,100.518,83.6811,95.0673,116.124,86.2932,84.7225,118.907,86.6631,121.091,104.959,121.704,108.023,120.075,107.181,107.663,113.657,106.972,108.868,97.7756,87.981,122.598,116.367,103.959,111.504,114.798,100.897,131.204,90.9266,135.431,112.535,72.7923,139.513,108.953,89.4269,75.6058,71.2862,100.877,70.094,104.393
-259.972,0.872755,0.493768,3,7,0,262.652,108.878,1.74962,11.5308,34.6681,114.081,110.581,98.3341,112.331,108.832,119.33,119.33,114.081,112.331,114.081,101.833,117.58,107.082,114.081,110.581,101.833,121.079,101.833,101.833,117.58,101.833,110.581,105.333,96.5845,121.079,100.084,117.58,108.832,101.833,119.33,115.83,108.832,117.58,107.082,112.331,119.33,112.331,108.832,100.084,101.833,117.58,107.082,101.833,122.829,101.833,107.082,96.5845,96.5845,96.5845,105.333,105.333,114.081,117.58,122.829,105.333,101.833,103.583,115.83,121.079,110.581,117.58,115.83,107.082,96.5845,96.5845,107.082,110.581,107.082,101.833,105.333,115.83,115.83,100.084,101.833,101.833,96.5845,-3.49207,-4.82223,-4.14988,-3.80325,-3.23947,-3.94727,-3.94727,-4.35931,-3.34033,-3.49207,-3.84641,-3.79554,-3.75237,-4.51876,-4.05584,-3.84641,-4.77906,-3.29717,-3.84641,-3.79554,-3.29717,-3.1886,-6.20237,-7.17818,-4.09901,-3.14543,-3.79554,-3.23947,-3.84641,-3.94727,-3.6438,-3.90411,-3.34804,-3.39121,-5.53773,-6.66528,-3.80325,-5.8412,-4.01268,-3.29717,-3.34804,-4.61961,-3.84641,-4.25074,-3.84641,-6.3541,-4.57645,-3.70921,-3.70921,-4.46788,-4.46788,-3.65151,-3.79554,-5.11798,-3.60064,-3.84641,-4.56192,-3.6438,-3.23176,-3.95498,-3.34804,-3.49978,-3.75237,-7.17818,-7.17818,-3.75237,-3.1886,-4.61961,-3.84641,-3.60064,-6.10151,-6.10151,-3.99815,-3.29717,-3.29717,-3.43437,119.239,119.088,72.5303,107.405,103.557,124.456,126.858,107.338,123.397,103.252,100.102,134.447,106.091,117.271,138.06,113.859,110.424,100.603,112.773,98.1589,144.976,106.912,105.325,110.824,99.4884,112.39,97.312,98.7402,84.4057,120.589,103.056,99.3396,114.632,131.61,120.19,123.602,119.394,109.003,108.1,111.833,152.903,113.998,125.467,90.9347,94.6887,91.8551,96.5764,69.4555,96.3206,97.4913,101.776,113.921,123.23,122.758,113.687,99.1382,105.353,113.979,110.977,110.729,125.507,118.19,128.144,114.615,100.135,99.2972,61.4759,86.4765,95.7341,92.1909,109.775,105.511,86.4047,104.427,99.8622,100.674
-262.335,0.857624,0.493768,3,7,0,263.288,108.893,1.68794,14.3122,74.3025,113.913,110.537,98.7213,112.225,108.849,118.977,118.977,113.913,112.225,113.913,102.097,117.289,107.161,113.913,110.537,102.097,120.665,102.097,102.097,117.289,102.097,110.537,105.473,97.0334,120.665,100.409,117.289,108.849,102.097,118.977,115.601,108.849,117.289,107.161,112.225,118.977,112.225,108.849,100.409,102.097,117.289,107.161,102.097,122.352,102.097,107.161,97.0334,97.0334,97.0334,105.473,105.473,113.913,117.289,122.352,105.473,102.097,103.785,115.601,120.665,110.537,117.289,115.601,107.161,97.0334,97.0334,107.161,110.537,107.161,102.097,105.473,115.601,115.601,100.409,102.097,102.097,97.0334,-3.62765,-4.71416,-4.14231,-3.89751,-3.43468,-3.98146,-3.98146,-4.32635,-3.50971,-3.62765,-3.90643,-3.86352,-3.8546,-4.47828,-4.09048,-3.90643,-4.70524,-3.50079,-3.90643,-3.86352,-3.50079,-3.39177,-5.83278,-6.6405,-4.0994,-3.38285,-3.86352,-3.43468,-3.90643,-3.98146,-3.74558,-3.97254,-3.5437,-3.55262,-5.29492,-6.22058,-3.89751,-5.5308,-4.08156,-3.50079,-3.5437,-4.55331,-3.90643,-4.21733,-3.90643,-5.95072,-4.54439,-3.84568,-3.84568,-4.43537,-4.43537,-3.77958,-3.86352,-4.91604,-3.73667,-3.90643,-4.4872,-3.74558,-3.40069,-4.01545,-3.5437,-3.66164,-3.8546,-6.6405,-6.6405,-3.8546,-3.39177,-4.55331,-3.90643,-3.73667,-5.75775,-5.75775,-4.02437,-3.50079,-3.50079,-3.56154,107.642,64.8205,107.115,97.9041,160.415,125.067,76.4483,90.8475,147.529,112.897,131.563,106.988,148.429,110.695,108.325,105.694,114.743,111.42,100.758,110.275,136.108,117.55,144.239,108.837,117.544,106.285,109.438,104.279,93.489,115.904,110.903,112.456,133.008,96.7989,136.656,126.261,100.5,36.2547,119.897,98.9338,101.442,100.218,84.4236,104.993,48.6903,97.3543,90.1767,116.963,94.6205,98.7467,118.064,170.36,117.182,120.177,95.2736,112.155,102.885,104.919,128.143,104.961,112.916,126.631,123.059,128.805,101.132,110.018,112.944,108.334,104.224,107.098,124.78,114.82,105.827,95.9511,102.886,73.338
-260.446,0.995206,0.493768,3,7,0,264.232,108.195,1.38986,13.319,69.2458,112.328,109.549,99.8194,110.938,108.159,116.498,116.498,112.328,110.938,112.328,102.599,115.108,106.769,112.328,109.549,102.599,117.888,102.599,102.599,115.108,102.599,109.549,105.379,98.4296,117.888,101.209,115.108,108.159,102.599,116.498,113.718,108.159,115.108,106.769,110.938,116.498,110.938,108.159,101.209,102.599,115.108,106.769,102.599,119.278,102.599,106.769,98.4296,98.4296,98.4296,105.379,105.379,112.328,115.108,119.278,105.379,102.599,103.989,113.718,117.888,109.549,115.108,113.718,106.769,98.4296,98.4296,106.769,109.549,106.769,102.599,105.379,113.718,113.718,101.209,102.599,102.599,98.4296,-3.45714,-4.81785,-4.0467,-3.96269,-3.42059,-3.7702,-3.7702,-4.20795,-3.35279,-3.45714,-3.838,-3.66585,-3.79054,-4.60915,-3.99925,-3.838,-4.94255,-3.47749,-3.838,-3.66585,-3.47749,-3.31624,-5.93861,-6.91847,-3.87455,-3.37313,-3.66585,-3.42059,-3.838,-3.7702,-3.5615,-3.89489,-3.64964,-3.52494,-5.46431,-6.54851,-3.96269,-5.67301,-4.12394,-3.47749,-3.64964,-4.54135,-3.838,-3.9789,-3.838,-6.04297,-4.66605,-3.91524,-3.91524,-4.437,-4.437,-3.85834,-3.66585,-4.72971,-3.68619,-3.838,-4.48445,-3.5615,-3.44093,-4.06704,-3.64964,-3.75399,-3.79054,-6.91847,-6.91847,-3.79054,-3.31624,-4.54135,-3.838,-3.68619,-6.00641,-6.00641,-3.94235,-3.47749,-3.47749,-3.40025,120.851,127.633,106.996,132.995,109.305,121.32,115.784,98.7282,118.245,112.883,98.8038,107.621,120.569,112.087,113.641,83.0487,124.91,105.33,72.393,102.08,105.894,115.693,99.6953,91.4244,116.577,100.963,100.473,80.2378,92.7261,125.85,90.8224,120.086,120.136,105.466,117.819,101.388,127.139,92.3859,102.134,111.726,107.549,99.9784,48.7692,82.1614,77.2756,85.4413,116.083,81.3884,72.309,93.3655,124.144,110.625,109.844,115.025,101.62,151.236,86.6223,120.891,122.203,107.578,127.751,161.415,96.5465,97.6473,100.621,102.469,118.894,93.2439,77.9572,41.9124,128.603,116.214,89.9594,90.2499,100.582,86.6665
-258.814,0.998528,0.493768,3,7,0,261.24,105.919,1.48892,10.3191,33.9365,110.347,107.369,96.9464,108.858,105.88,114.814,114.814,110.347,108.858,110.347,99.9243,113.325,104.391,110.347,107.369,99.9243,116.302,99.9243,99.9243,113.325,99.9243,107.369,102.902,95.4575,116.302,98.4354,113.325,105.88,99.9243,114.814,111.836,105.88,113.325,104.391,108.858,114.814,108.858,105.88,98.4354,99.9243,113.325,104.391,99.9243,117.791,99.9243,104.391,95.4575,95.4575,95.4575,102.902,102.902,110.347,113.325,117.791,102.902,99.9243,101.413,111.836,116.302,107.369,113.325,111.836,104.391,95.4575,95.4575,104.391,107.369,104.391,99.9243,102.902,111.836,111.836,98.4354,99.9243,99.9243,95.4575,-3.06075,-5.22027,-4.29213,-4.10691,-3.42641,-3.49361,-3.49361,-4.02982,-3.13783,-3.06075,-4.00356,-3.34932,-3.45267,-4.93169,-3.74125,-4.00356,-5.32362,-3.03448,-4.00356,-3.34932,-3.03448,-3.28212,-6.2156,-7.43231,-3.6379,-3.17877,-3.34932,-3.42641,-4.00356,-3.49361,-3.20504,-3.59696,-3.67404,-3.5707,-6.04505,-7.40605,-4.10691,-6.33363,-3.8446,-3.03448,-3.67404,-4.42175,-4.00356,-3.78219,-4.00356,-6.35989,-4.52509,-3.55602,-3.55602,-4.27746,-4.27746,-3.96262,-3.34932,-4.75126,-3.30838,-4.00356,-4.82834,-3.20504,-3.38547,-4.25119,-3.67404,-3.81833,-3.45267,-7.43231,-7.43231,-3.45267,-3.28212,-4.42175,-4.00356,-3.30838,-6.72555,-6.72555,-4.14785,-3.03448,-3.03448,-3.46735,113.039,106.46,96.1879,112.824,94.1612,109.455,115.305,116.972,131.803,130.824,104.943,112.097,92.2015,97.3948,102.584,136.004,160.871,108.284,84.5631,112.836,92.9048,104.006,93.8111,96.3817,119.814,83.2549,108.315,96.6959,101.372,116.491,97.6235,94.4989,165.059,84.8709,102.707,126.884,111.136,103.292,98.9294,77.6912,93.1929,114.48,128.16,113.82,96.6337,90.9547,81.2044,96.9615,114.748,92.1972,89.7116,99.9739,112.965,102.706,109.617,89.8407,112.88,141.3,115.057,95.5286,154.106,100.317,113.538,101.27,100.53,126.886,55.3836,107.013,96.2081,127.489,121.234,119.888,91.3595,79.53,127.63,132.662
-261.762,0.714246,0.493768,3,7,0,262.421,106.824,1.3501,12.8462,79.0828,110.839,108.138,98.6878,109.489,106.788,114.889,114.889,110.839,109.489,110.839,101.388,113.539,105.438,110.839,108.138,101.388,116.239,101.388,101.388,113.539,101.388,108.138,104.088,97.3377,116.239,100.038,113.539,106.788,101.388,114.889,112.189,106.788,113.539,105.438,109.489,114.889,109.489,106.788,100.038,101.388,113.539,105.438,101.388,117.589,101.388,105.438,97.3377,97.3377,97.3377,104.088,104.088,110.839,113.539,117.589,104.088,101.388,102.738,112.189,116.239,108.138,113.539,112.189,105.438,97.3377,97.3377,105.438,108.138,105.438,101.388,104.088,112.189,112.189,100.038,101.388,101.388,97.3377,-3.31148,-4.94798,-4.12679,-4.06445,-3.4962,-3.62678,-3.62678,-4.08992,-3.28601,-3.31148,-3.91659,-3.52168,-3.66953,-4.73779,-3.87973,-3.91659,-5.09584,-3.35424,-3.91659,-3.52168,-3.35424,-3.3911,-5.89975,-6.93115,-3.73187,-3.24914,-3.52168,-3.4962,-3.91659,-3.62678,-3.41658,-3.77463,-3.74915,-3.6013,-5.62132,-6.75781,-4.06445,-5.83152,-4.02758,-3.35424,-3.74915,-4.44797,-3.91659,-3.83697,-3.91659,-6.00485,-4.59583,-3.81739,-3.81739,-4.34288,-4.34288,-3.95935,-3.52168,-4.61541,-3.56444,-3.91659,-4.58993,-3.41658,-3.53896,-4.16954,-3.74915,-3.85425,-3.66953,-6.93115,-6.93115,-3.66953,-3.3911,-4.44797,-3.91659,-3.56444,-6.18957,-6.18957,-4.02169,-3.35424,-3.35424,-3.45344,114.327,107.761,89.0139,118.754,112.116,150.579,111.374,142.435,99.3527,97.4431,123.782,91.3121,143.128,108.763,118.105,121.71,145.833,101.63,105.788,106.699,89.1703,105.41,118.151,74.6449,106.111,56.7052,119.538,98.2299,81.5462,149.918,122.245,115.052,89.7404,92.6197,104.698,122.641,112.793,117.218,45.4025,111.989,104.907,122.85,97.4092,121.913,94.6318,85.7253,101.597,114.75,94.7035,57.4693,90.4824,76.6932,108.27,121.203,103.241,104.024,108.707,103.646,90.8553,102.877,116.807,108.759,100.48,104.771,91.4602,102.985,126.946,101.579,114.086,102.961,128.302,112.732,94.5014,94.8865,94.3195,99.8043
